region,fio,pol,born,info,deputat,party,place,okrug,n_okrug,year,status,comment,vydvinut
Брестская область,Гаврилович Леонтий Сильвестрович,м,1953,"ГАВРИЛОВИЧ Леонтий Сильвестрович, 1953 года рождения, инженер-гидротехник, менеджер, Вице-президент Белорусского государственного концерна по строительству и эксплуатации мелиоративных и водохозяйственных систем (Белмелиоводхоз), г.Минск, Беспартийный",0,None,г. Минск,Пинский сельский № 15,15,2000,0,,
Брестская область,Колосовский Николай Никонорович,м,1946,"КОЛОСОВСКИЙ Николай Никонорович, 1946 года рождения, юрист, Прокурор Пинского района, г.Пинск, Беспартийный",0,None,г.Пинск,Пинский сельский № 15,15,2000,0,,
Брестская область,Корольчук Федор Петрович,м,1950,"КОРОЛЬЧУК Федор Петрович, 1950 года рождения, учитель, Заместитель председателя Пинского райисполкома, г.Пинск, Беспартийный",0,None,г.Пинск,Пинский сельский № 15,15,2000,0,,
Брестская область,Сигиневич Николай Николаевич,м,1949,"СИГИНЕВИЧ Николай Николаевич, 1949 года рождения, инженер, юрист, Заместитель председателя комитета по сельскому хозяйству и продовольствию Брестского облисполкома, д.Новые Задворцы Брестского района, Член КПБ",0,КПБ,д.Новые Задворцы Брестского района,Пинский сельский № 15,15,2000,0,,
Брестская область,Таламай Игорь Владимирович,м,1956,"ТАЛАМАЙ Игорь Владимирович, 1956 года рождения, инженер-механик, Заместитель директора Пинского унитарного государственного машиностроительного предприятия ""Кузлитмаш"", г.Пинск, Беспартийный",0,None,г.Пинск,Пинский сельский № 15,15,2000,0,,
Брестская область,Шикеля Николай Станиславович,м,1950,"ШИКЕЛЯ Николай Станиславович, 1950 года рождения, инженер-преподаватель, юрист, Главный юрист Брестского райисполкома, г.Брест, Член ПКБ",0,ПКБ,г.Брест,Пинский сельский № 15,15,2000,0,,
Брестская область,Василюк Павел Петрович,м,1978,"ВАСИЛЮК Павел Петрович, 1978 года рождения, электромеханик, Временно не работает, г.Брест, Член ЛДП",0,ЛДП,г.Брест,Столинский № 16,16,2000,0,,
Брестская область,Игнатюк Александр Александрович,м,1971,"ИГНАТЮК Александр Александрович, 1971 года рождения, журналист, Индивидуальный предприниматель, редактор газеты ""Вечерний Столин"", р.п.Речица Столинского района, Беспартийный",0,None,р.п.Речица Столинского района,Столинский № 16,16,2000,0,,
Брестская область,Нестерович Михаил Филиппович,м,1961,"НЕСТЕРОВИЧ Михаил Филиппович, 1961 года рождения, инженер-механик, Начальник передвижной механизированной колонны № 62 треста ""Пинскводстрой"", г.Столин, Беспартийный",0,None,г.Столин,Столинский № 16,16,2000,0,,
Брестская область,Саганович Ефим Петрович,м,1929,"САГАНОВИЧ Ефим Петрович, 1929 года рождения, экономист, Пенсионер, д.Бережное Столинского района, Член КПБ",0,КПБ,д.Бережное Столинского района,Столинский № 16,16,2000,0,,
Витебская область,Засимович Василий Иванович,м,1953,"ЗАСИМОВИЧ Василий Иванович, 1953 года рождения, инженер-механик, Генеральный директор производственного объединения""Витебскхлебпром"", г.Витебск, Беспартийный",0,None,г.Витебск,Витебский-Горьковский № 17,17,2000,0,,
Витебская область,Захаренко Владимир Васильевич,м,1950,"ЗАХАРЕНКО Владимир Васильевич, 1950 года рождения, инженер-механик, Заместитель главного редактора газеты ""Витьбичи"", г.Витебск, Член ЛДП",0,ЛДП,г.Витебск,Витебский-Горьковский № 17,17,2000,0,,
Витебская область,Здесев Михаил Владимирович,м,1949,"ЗДЕСЕВ Михаил Владимирович, 1949 года рождения, учитель, Директор школы-интерната для слабослышащих и позднооглохших детей, г.Витебск, Член КПБ",0,КПБ,г.Витебск,Витебский-Горьковский № 17,17,2000,0,,
Витебская область,Пилецкий Иван Васильевич,м,1952,"ПИЛЕЦКИЙ Иван Васильевич, 1952 года рождения, инженер-гидротехник, Доцент Витебского государственного университета, г.Витебск, Член БПП",0,БПП,г.Витебск,Витебский-Горьковский № 17,17,2000,0,,
Витебская область,Тихонов Григорий Федорович,м,1962,"ТИХОНОВ Григорий Федорович, 1962 года рождения, инженер-механик, Механик по оборудованию Витебского цеха Республиканского унитарного производственного предприятия ""Витебсквтормет"", г.Витебск, Член КПБ",0,КПБ,г.Витебск,Витебский-Горьковский № 17,17,2000,0,,
Витебская область,Яновский Вячеслав Евгеньевич,м,1957,"ЯНОВСКИЙ Вячеслав Евгеньевич, 1957 года рождения, учитель, Инструктор унитарного спортивно-развлекательного предприятия, г.Витебск, Беспартийный",0,None,г.Витебск,Витебский-Горьковский № 17,17,2000,0,,
Витебская область,Брусляков Михаил Васильевич,м,1948,"БРУСЛЯКОВ Михаил Васильевич, 1948 года рождения, техник-строитель, Инженер ОАО ""Витебсклен"", г.Витебск, ЛДП",0,ЛДП,г.Витебск,Витебский-Железнодорожный № 18,18,2000,0,,
Витебская область,Виноградов Александр Сергеевич,м,1973,"ВИНОГРАДОВ Александр Сергеевич, 1973 года рождения, врач, Врач выездной бригады Витебской городской станции скорой и неотложной помощи, г.Витебск, Член ПКБ",0,ПКБ,г.Витебск,Витебский-Железнодорожный № 18,18,2000,0,,
Витебская область,Воробьев Александр Васильевич,м,1954,"ВОРОБЬЕВ Александр Васильевич, 1954 года рождения, экономист, инженер-электрик, Генеральный .директор предприятия ""Фирма ""Ореол"", г.Витебск, Беспартийный",0,None,г.Витебск,Витебский-Железнодорожный № 18,18,2000,0,,
Витебская область,Карпетченко Сергей Борисович,м,1957,"КАРПЕТЧЕНКО Сергей Борисович, 1957 года рождения, инженер, Председатель городской организации общественного объединения ""Белорусский союз ветеранов войны в Афганистане"", г.Витебск, Беспартийный",0,None,г.Витебск,Витебский-Железнодорожный № 18,18,2000,0,,
Витебская область,Ломчановский Константин Константинович,м,1956,"ЛОМЧАНОВСКИЙ Константин Константинович, 1956 года рождения, юрист, Директор Витебского учебно-производственного унитарного предприятия ""Мега"" общественного объединения ""Белорусское общество инвалидов по зрению"", г.Витебск, Член РПТиС",0,РПТиС,г.Витебск,Витебский-Железнодорожный № 18,18,2000,0,,
Витебская область,Небылова Валентина Даниловна,ж,1940,"НЕБЫЛОВА Валентина Даниловна, 1940 года рождения, мастер индивидуального пошива мужской одежды, Пенсионерка, г.Витебск, Член БПП",0,БПП,г.Витебск,Витебский-Железнодорожный № 18,18,2000,0,,
Витебская область,Сахар Николай Николаевич,м,1952,"САХАР Николай Николаевич, 1952 года рождения, инженер-механик, Директор ОАО ""Витебский приборостроительный завод"", г.Витебск, Беспартийный",0,None,г.Витебск,Витебский-Железнодорожный № 18,18,2000,0,,
Витебская область,Семашко Сергей Александрович,м,1960,"СЕМАШКО Сергей Александрович, 1960 года рождения, инженер, Заместитель начальника по информационной работе, кадрам и социальным вопросам дистанции пути Витебского отделения Белорусской железной дороги, г.Витебск, Беспартийный",0,None,г.Витебск,Витебский-Железнодорожный № 18,18,2000,0,,
Витебская область,Белов Николай Адамович,м,1947,"БЕЛОВ Николай Адамович, 1947 года рождения, юрист, Начальник Витебского управления фонда социальной защиты населения, г.Витебск, Беспартийный",0,None,г.Витебск,Витебский-Октябрьский № 19,19,2000,0,,
Витебская область,Бунто Тамара Павловна,ж,1945,"БУНТО Тамара Павловна, 1945 года рождения, учитель, Учитель СШ № 28, г.Витебск, Член ПКБ",0,ПКБ,г.Витебск,Витебский-Октябрьский № 19,19,2000,0,,
Витебская область,Геращенко Андрей Евгеньевич,м,1967,"ГЕРАЩЕНКО Андрей Евгеньевич, 1967 года рождения, учитель, психолог, Психолог областного центра коррекционно-развивающего обучения и реабилитации управления образования облисполкома, г.Витебск, Член БПП",0,БПП,г.Витебск,Витебский-Октябрьский № 19,19,2000,0,,
Витебская область,Иванов Глеб Анатольевич,м,1963,"ИВАНОВ Глеб Анатольевич, 1963 года рождения, правовед, Первый заместитель начальника управления государственного комитета финансовых расследований Республики Беларусь по Витебской области, г.Витебск, Беспартийный",0,None,г.Витебск,Витебский-Октябрьский № 19,19,2000,0,,
Витебская область,Резникова Людмила Игоревна,ж,1962,"РЕЗНИКОВА Людмила Игоревна, 1962 года рождения, техник-оптик, Заместитель начальника ПТО Витебского ПО ""Строитель"", г.Витебск, Член ЛДП",0,ЛДП,г.Витебск,Витебский-Октябрьский № 19,19,2000,0,,
Витебская область,Романович Ануфрий Владимирович,м,1943,"РОМАНОВИЧ Ануфрий Владимирович, 1943 года рождения, учитель, Генеральный директор ООО ""РТМ"", г.Витебск, Беспартийный",0,None,г.Витебск,Витебский-Октябрьский № 19,19,2000,0,,
Витебская область,Бурак Виктор Константинович,м,1941,"БУРАК Виктор Константинович, 1941 года рождения, юрист, Начальник главного управления комитета государственного контроля Республики Беларусь, г.Минск, Беспартийный",0,None,г.Минск,Витебский-Чкаловский № 20,20,2000,0,,
Витебская область,Лавренов Юрий Александрович,м,1945,"ЛАВРЕНОВ Юрий Александрович, 1945 года рождения, учитель, Директор СШ № 40, г.Витебск, Член БСДП (НГ)",0,БСДП,г.Витебск,Витебский-Чкаловский № 20,20,2000,0,,
Витебская область,Муратов Геннадий Дмитриевич,м,1951,"МУРАТОВ Геннадий Дмитриевич, 1951 года рождения, инженер, Региональный консультант ассоциации содействия экономического развития, г.Витебск, Беспартийный",0,None,г.Витебск,Витебский-Чкаловский № 20,20,2000,0,,
Витебская область,Павлючкова Ирина Ивановна,ж,1957,"ПАВЛЮЧКОВА Ирина Ивановна, 1957 года рождения, учитель, Художник-исполнитель оформительских работ ПО ""Витязь"" Витебский телевизионный завод им.60-летия БССР, г.Витебск, Член ПКБ",0,ПКБ,г.Витебск,Витебский-Чкаловский № 20,20,2000,0,,
Витебская область,Раев Александр Владимирович,м,1956,"РАЕВ Александр Владимирович, 1956 года рождения, инженер-технолог, Заместитель генерального директора ПО ""Витязь"", г.Витебск, Беспартийный",0,None,г.Витебск,Витебский-Чкаловский № 20,20,2000,0,,
Витебская область,Синица Людмила Максимовна,ж,1958,"СИНИЦА Людмила Максимовна, 1958 года рождения, экономист, Начальник инспекции Государственного налогового комитета по Первомайскому району г.Витебска, г.Витебск, Беспартийная",0,None,г.Витебск,Витебский-Чкаловский № 20,20,2000,0,,
Витебская область,Степченков Константин Александрович,м,1946,"СТЕПЧЕНКОВ Константин Александрович, 1946 года рождения, инженер-строитель, экономист, Председатель Витебской областной организации ЛДП, г.Витебск, Член ЛДП",0,ЛДП,г.Витебск,Витебский-Чкаловский № 20,20,2000,0,,
Витебская область,Янчук Валерий Александрович,м,1946,"ЯНЧУК Валерий Александрович, 1946 года рождения, экономист, Доцент кафедры экономической теории Витебского госуниверситета им.П.М.Машерова, г.Витебск, Член БПП",0,БПП,г.Витебск,Витебский-Чкаловский № 20,20,2000,0,,
Витебская область,Грунтов Виктор Самсонович,м,1934,"ГРУНТОВ Виктор Самсонович, 1934 года рождения, агроном-экономист, Пенсионер, д.Вымно Витебского района, Член ПКБ",0,ПКБ,д.Вымно Витебского района,Витебский сельский № 21,21,2000,0,,
Витебская область,Жевняк Владимир Григорьевич,м,1968,"ЖЕВНЯК Владимир Григорьевич, 1968 года рождения, юрист, Начальник юридической службы войсковой части 52287, г.Витебск, Беспартийный",0,None,г.Витебск,Витебский сельский № 21,21,2000,0,,
Витебская область,Лысенко Валентин Константинович,м,1954,"ЛЫСЕНКО Валентин Константинович, 1954 года рождения, учитель, Педагог-психолог Добромысленской СШ, д.Перамонт Лиозненского района, Член БПП",0,БПП,д.Перамонт Лиозненского района,Витебский сельский № 21,21,2000,0,,
Витебская область,Маценов Виктор Васильевич,м,1948,"МАЦЕНОВ Виктор Васильевич, 1948 года рождения, зоотехник, Директор Лужеснянского сельскохозяйственного техникума им.Ф.А.Сурганова, д.Лужесно Витебского района, Беспартийный",0,None,д.Лужесно Витебского района,Витебский сельский № 21,21,2000,0,,
Витебская область,Платонов Георгий Григорьевич,м,1940,"ПЛАТОНОВ Георгий Григорьевич, 1940 года рождения, специалист по управлению, преподаватель, Пенсионер, г.Витебск, Член ЛДП",0,ЛДП,г.Витебск,Витебский сельский № 21,21,2000,0,,
Витебская область,Терещенко Владимир Тарасович,м,1946,"ТЕРЕЩЕНКО Владимир Тарасович, 1946 года рождения, врач, Главный врач Витебской областной клинической психиатрической больницы, пос.Витьба Витебского района, Беспартийный",0,None,пос.Витьба Витебского района,Витебский сельский № 21,21,2000,0,,
Витебская область,Мирошниченко Сергей Викторович,м,1960,"МИРОШНИЧЕНКО Сергей Викторович, 1960 года рождения, учитель, юрист, Старший оперуполномоченный по особо важным делам группы собственной безопасности Комитета по организованной преступности и коррупции при МВД Республики Беларусь, г.Минск, Беспартийный",0,None,г.Минск,Глубокский № 22,22,2000,0,,
Витебская область,Шинелько Антон Иосифович,м,1953,"ШИНЕЛЬКО Антон Иосифович, 1953 года рождения, экономист, Кладовщик ОАО ""Плисский льнозавод"", г.п .Подсвилье Глубокского района, Член ЛДП",0,ЛДП,г.п .Подсвилье Глубокского района,Глубокский № 22,22,2000,0,,
Витебская область,Качанов Виктор Васильевич,м,1957,"КАЧАНОВ Виктор Васильевич, 1957 года рождения, агроном-организатор, Директор совхоза ""Соболи"" Чашникского района, г.Новолукомль, Член ПКБ",0,ПКБ,г.Новолукомль,Лепельский № 23,23,2000,0,,
Витебская область,Плют Сергей Михайлович,м,1972,"ПЛЮТ Сергей Михайлович, 1972 года рождения, техник-механик, Руководитель крестьянского хозяйства ""Плют СМ"", г.Чашники, Член ЛДП",0,ЛДП,г.Чашники,Лепельский № 23,23,2000,0,,
Витебская область,Спиридонов Александр Леонидович,м,1962,"СПИРИДОНОВ Александр Леонидович, 1962 года рождения, преподаватель, Тренер по подготовке службы безопасности предприятия ""Марко"" спорткомплекса ""Молодость"", г.Витебск, Член ЛДП",0,ЛДП,г.Витебск,Миорский № 24,24,2000,0,,
Витебская область,Крышталев Вячеслав Николаевич,м,1936,"КРЫШТАЛЕВ Вячеслав Николаевич, 1936 года рождения, техник-технолог, Пенсионер, г.Новополоцк, Член ПКБ",0,ПКБ,г.Новополоцк,Новополоцкий № 25,25,2000,0,,
Витебская область,Пирог Сергей Иванович,м,1972,"ПИРОГ Сергей Иванович, 1972 года рождения, механик, Механик УМ-276 г.Новополоцка, г.Новополоцк, Член ЛДП",0,ЛДП,г.Новополоцк,Новополоцкий № 25,25,2000,0,,
Витебская область,Ровдо Надежда Николаевна,ж,1950,"РОВДО Надежда Николаевна, 1950 года рождения, бухгалтер-экономист, Председатель Новополоцкой организации защиты потребителей общественного объединения ""Белорусское общество защиты потребителей"", г.Новополоцк, Беспартийная",0,None,г.Новополоцк,Новополоцкий № 25,25,2000,0,,
Витебская область,Шайков Василий Иванович,м,1954,"ШАЙКОВ Василий Иванович, 1954 года рождения, историк, социолог, Заведующий кафедрой истории и социологии Полоцкого государственного университета, г.Новополоцк, Беспартийный",0,None,г.Новополоцк,Новополоцкий № 25,25,2000,0,,
Витебская область,Ананьев Геннадий Николаевич,м,1962,"АНАНЬЕВ Геннадий Николаевич, 1962 года рождения, техник-механик, Исполнительный директор Белорусско-германского совместного предприятия ""Прокл Энтерпрайз"", г.Орша, Беспартийный",0,None,г.Орша,Оршанский городской № 26,26,2000,0,,
Витебская область,Богомазов Анатолий Семенович,м,1948,"БОГОМАЗОВ Анатолий Семенович, 1948 года рождения, экономист, Временно не работает, г. Орша, Беспартийный",0,None,г. Орша,Оршанский городской № 26,26,2000,0,,
Витебская область,Говоров Михаил Васильевич,м,1971,"ГОВОРОВ Михаил Васильевич, 1971 года рождения, преподаватель, Социальный педагог СШ №4 г. Орши, г.Орша, Беспартийный",0,None,г.Орша,Оршанский городской № 26,26,2000,0,,
Витебская область,Доминикова Галина Николаевна,ж,1967,"ДОМИНИКОВА Галина Николаевна, 1967 года рождения, педагог, Учитель СШ № 14 г.Орши, г.Орша, Беспартийная",0,None,г.Орша,Оршанский городской № 26,26,2000,0,,
Витебская область,Железовский Игорь Николаевич,м,1963,"ЖЕЛЕЗОВСКИЙ Игорь Николаевич, 1963 года рождения, тренер-преподаватель, Президент Национального паралимпийского комитета Республики Беларусь, г.Минск, Член РПТиС",0,РПТиС,г.Минск,Оршанский городской № 26,26,2000,0,,
Витебская область,Лагутин Юрий Михайлович,м,1955,"ЛАГУТИН Юрий Михайлович, 1955 года рождения, врач, Врач-анестезиолог-реаниматолог Оршанского городского территориального медицинского объединения № 1, г.Орша, Беспартийный",0,None,г.Орша,Оршанский городской № 26,26,2000,0,,
Витебская область,Лазуркин Анатолий Леонидович,м,1961,"ЛАЗУРКИН Анатолий Леонидович, 1961 года рождения, журналист, Руководитель творческой группы Витебской областной организации Союза журналистов Беларуси, г.Орша, Беспартийный",0,None,г.Орша,Оршанский городской № 26,26,2000,0,,
Витебская область,Трофимов Сергей Анатольевич,м,1963,"ТРОФИМОВ Сергей Анатольевич, 1963 года рождения, учитель и логопед вспомогательной школы, Учитель Оршанской вспомогательной школы, г.Орша, Беспартийный",0,None,г.Орша,Оршанский городской № 26,26,2000,0,,
Витебская область,Хомченко Анатолий Анатольевич,м,1962,"ХОМЧЕНКО Анатолий Анатольевич, 1962 года рождения, Предприниматель, Предприниматель, г.Орша, Беспартийный",0,None,г.Орша,Оршанский городской № 26,26,2000,0,,
Витебская область,Шавров Сергей Михайлович,м,1961,"ШАВРОВ Сергей Михайлович, 1961 года рождения, экономист-бухгалтер, Начальник отдела материально-технического снабжения Оршанского пивоваренного завода, г.Орша, Член ПКБ",0,ПКБ,г.Орша,Оршанский городской № 26,26,2000,0,,
Витебская область,Береснев Василий Тихонович,м,1950,"БЕРЕСНЕВ Василий Тихонович, 1950 года рождения, учитель, Учитель Клюковской СШ Оршанского района, д.Андреевщина Оршанского района, Беспартийный",0,None,д.Андреевщина Оршанского района,Оршанский-Днепровский № 27,27,2000,0,,
Витебская область,Вишневский Анатолий Игнатьевич,м,1956,"ВИШНЕВСКИЙ Анатолий Игнатьевич, 1956 года рождения, инженер-химик-технолог, менеджер-экономист, Директор Оршанского предприятия по обеспечению нефтепродуктами, г.Орша, Беспартийный",0,None,г.Орша,Оршанский-Днепровский № 27,27,2000,0,,
Витебская область,Голуб Иван Антонович,м,1950,"ГОЛУБ Иван Антонович, 1950 года рождения, ученый-агроном, Заместитель директора Оршанского филиала Белорусского коммерческого университета управления, д.Устье Оршанского района, Беспартийный",0,None,д.Устье Оршанского район,Оршанский-Днепровский № 27,27,2000,0,,
Витебская область,Гудков Александр Борисович,м,1957,"ГУДКОВ Александр Борисович, 1957 года рождения, инженер, Председатель Витебской областной организации общественного объединения ""Белорусский союз ветеранов войны в Афганистане"", г.Витебск, Беспартийный",0,None,г.Витебск,Оршанский-Днепровский № 27,27,2000,0,,
Витебская область,Демидов Николай Васильевич,м,1951,"ДЕМИДОВ Николай Васильевич, 1951 года рождения, инженер-химик-технолог, Ведущий инженер ОТК, начальник бюро управления качеством ОАО ""Оршастройматериалы"", г.Орша, Член ПКБ",0,ПКБ,г.Орша,Оршанский-Днепровский № 27,27,2000,0,,
Витебская область,Литвинов Ярослав Евгеньевич,м,1968,"ЛИТВИНОВ Ярослав Евгеньевич, 1968 года рождения, инженер-механик, Предприниматель, директор предприятия быстрого обслуживания при кинотеатре ""Победа"" магазина ""Мара"", г.п.Копысь Оршанского района, Беспартийный",0,None,г.п.Копысь Оршанского района,Оршанский-Днепровский № 27,27,2000,0,,
Витебская область,Манько Юрий Степанович,м,1977,"МАНЬКО Юрий Степанович, 1977 года рождения, ветеринарный врач, Временно не работает, г.Дубровно, Член ЛДП",0,ЛДП,г.Дубровно,Оршанский-Днепровский № 27,27,2000,0,,
Витебская область,Дударенко Георгий Казимирович,м,1952,"ДУДАРЕНКО Георгий Казимирович, 1952 года рождения, агроном, Инженер по технике безопасности и безопасности движения управления механизации № 266 строительно-монтажного треста № 22, г.Полоцк, Член ЛДП",0,ЛДП,г.Полоцк,Полоцкий городской № 28,28,2000,0,,
Витебская область,Ельшин Валерий Александрович,м,1950,"ЕЛЬШИН Валерий Александрович, 1950 года рождения, инженер-механик, Заместитель директора частного производственно-коммерческого предприятия ""Модуль НП"", г.Новополоцк, Член КПБ",0,КПБ,г.Новополоцк,Полоцкий городской № 28,28,2000,0,,
Витебская область,Ильницкий Николай Николаевич,м,1949,"ИЛЬНИЦКИЙ Николай Николаевич, 1949 года рождения, преподаватель, политолог, Директор Полоцкого историко-культурного музея-заповедника, г.Полоцк, Беспартийный",0,None,г.Полоцк,Полоцкий городской № 28,28,2000,0,,
Витебская область,Пасечник Виктор Владимирович,м,1948,"ПАСЕЧНИК Виктор Владимирович, 1948 года рождения, инженер-механик, Директор рыбхоза ""Полоцкий"", г.Полоцк, Член ПКБ",0,ПКБ,г.Полоцк,Полоцкий городской № 28,28,2000,0,,
Витебская область,Кухта Александр Егорович,м,1951,"КУХТА Александр Егорович, 1951 года рождения, учитель, экономист, Председатель Кубличского сельского Совета депутатов Ушачского района, д.Кубличи Ушачского района, Член ПКБ",0,ПКБ,д.Кубличи Ушачского района,Полоцкий сельский № 29,29,2000,0,,
Витебская область,Лабовкин Владимир Никитович,м,1955,"ЛАБОВКИН Владимир Никитович, 1955 года рождения, преподаватель, Доцент Витебского государственного университета им.П.М.Машерова, г.Витебск, Беспартийный",0,None,г.Витебск,Полоцкий сельский № 29,29,2000,0,,
Витебская область,Свидинский Роман Николаевич,м,1961,"СВИДИНСКИЙ Роман Николаевич, 1961 года рождения, юрист-международник, Заместитель начальника Полоцкой таможни по борьбе с контрабандой и административными таможенными правонарушениями, г.Полоцк, Беспартийный",0,None,г.Полоцк,Полоцкий сельский № 29,29,2000,0,,
Витебская область,Камай Александр Алексеевич,м,1961,"КАМАЙ Александр Алексеевич, 1961 года рождения, инженер-механик, Председатель Совета директоров Белорусской межотраслевой ассоциации делового сотрудничества организаций по производству и реализации товаров народного потребления и услуг (БЕЛЭКС), г.Минск, Беспартийный",0,None,г. Минск,Поставский № 30,30,2000,0,,
Витебская область,Шемякин Александр Викторович,м,1958,"ШЕМЯКИН Александр Викторович, 1958 года рождения, инженер-механик, Председатель Толочинской районной организации ЛДП г/п.Коханово, г.п.Кохоново, Член ЛДП",0,ЛДП,г.п.Кохоново,Толочинский № 31,31,2000,0,,
Витебская область,Емелина Татьяна Михайловна,ж,1955,"ЕМЕЛИНА Татьяна Михайловна, 1955 года рождения, технолог, Председатель Лиозненского районного общества инвалидов, д.Яськовщина Лиозненского района, Член ЛДП",0,ЛДП,д.Яськовщина Лиозненского района,Шумилинский № 32,32,2000,0,,
Витебская область,Кирейков Федор Павлович,м,1956,"КИРЕЙКОВ Федор Павлович, 1956 года рождения, преподаватель, Учитель физического воспитания Верховской СШ Бешенковичского района, д.Верховье Бешенковичского района, Член ПКБ",0,ПКБ,д.Верховье Бешенковичского района,Шумилинский № 32,32,2000,0,,
Витебская область,Лузгин Владимир Федорович,м,1951,"ЛУЗГИН Владимир Федорович, 1951 года рождения, юрист, Заместитель начальника УВД Витебского облисполкома, г.Витебск, Беспартийный",0,None,г.Витебск,Шумилинский № 32,32,2000,0,,
Витебская область,Сакмаркин Юрий Николаевич,м,1946,"САКМАРКИН Юрий Николаевич, 1946 года рождения, преподаватель, Заместитель начальника отдела УКГБ по Витебской области, г.Витебск, Беспартийный",0,None,г.Витебск,Шумилинский № 32,32,2000,0,,
Гомельская область,Кириенко Владимир Адамович,м,1950,"КИРИЕНКО Владимир Адамович, 1950 года рождения, юрист, Юрист научно-производственного внедренческого малого предприятия ""Соир"", г.Гомель, Член ЛДП",0,ЛДП,г.Гомель,Гомельский-Юбилейный № 33,33,2000,0,,
Гомельская область,Колесников Сергей Дмитриевич,м,1959,"КОЛЕСНИКОВ Сергей Дмитриевич, 1959 года рождения, экономист, экономист-международник, Заместитель управляющего государственного предприятия ""Трест Гомельсовхозстрой"", г.Гомель, Беспартийный",0,None,г.Гомель,Гомельский-Юбилейный № 33,33,2000,0,,
Гомельская область,Костюкевич Валерий Евгеньевич,м,1951,"КОСТЮКЕВИЧ Валерий Евгеньевич, 1951 года рождения, юрист, Заместитель председателя хозяйственного суда Гомельской области, г.Гомель, Беспартийный",0,None,г.Гомель,Гомельский-Юбилейный № 33,33,2000,0,,
Гомельская область,Пинчук Адам Петрович,м,1939,"ПИНЧУК Адам Петрович, 1939 года рождения, геолог-геофизик, Главный научный сотрудник Гомельского госуниверситета им.Ф.Скорины, профессор, г.Гомель, Член РПТиС",0,РПТиС,г.Гомель,Гомельский-Юбилейный № 33,33,2000,0,,
Гомельская область,Романьков Виталий Петрович,м,1955,"РОМАНЬКОВ Виталий Петрович, 1955 года рождения, инженер-механик, Заместитель генерального директора Гомельского коммунального оптово-розничного унитарного предприятия ""Облторгсоюз"" - директор производственно-торгового комплекса ""Растительные масла, металлопродукция и стройматериалы"", г.Гомель, Беспартийный",0,None,г.Гомель,Гомельский-Сельмашевский № 34,34,2000,0,,
Гомельская область,Савостенко Валентина Андреевна,ж,1946,"САВОСТЕНКО Валентина Андреевна, 1946 года рождения, физик, Профессор кафедры ""Физика"" Белорусского госуниверситета транспорта, г.Гомель, г.Гомель, Член РПТиС",0,РПТиС,г.Гомель,Гомельский-Сельмашевский № 34,34,2000,0,,
Гомельская область,Сейбель Олег Иванович,м,1948,"СЕЙБЕЛЬ Олег Иванович, 1948 года рождения, инженер-механик, Генеральный директор ОАО ""Гомельстройматериалы"", г.Гомель, Беспартийный",0,None,г.Гомель,Гомельский-Сельмашевский № 34,34,2000,0,,
Гомельская область,Секерко Владимир Григорьевич,м,1948,"СЕКЕРКО Владимир Григорьевич, 1948 года рождения, инженер-металлург, Начальник центральной лаборатории Гомельского авторемонтного завода, г.Гомель, Член ПКБ",0,ПКБ,г.Гомель,Гомельский-Сельмашевский № 34,34,2000,0,,
Гомельская область,Сырников Сергей Владимирович,м,1960,"СЫРНИКОВ Сергей Владимирович, 1960 года рождения, физик, Инженер научно-производственного внедренческого малого предприятия ""Соир"", г.Гомель, Член ЛДП",0,ЛДП,г.Гомель,Гомельский-Сельмашевский № 34,34,2000,0,,
Гомельская область,Баранов Александр Петрович,м,1950,"БАРАНОВ Александр Петрович, 1950 года рождения, правовед, Заведующий юридической консультацией Железнодорожного района г.Гомеля, г.Гомель, Член ПНС",0,ПНС,г.Гомель,Гомельский-Центральный № 35,35,2000,0,,
Гомельская область,Введенский Даниил Всеволодович,м,1959,"ВВЕДЕНСКИЙ Даниил Всеволодович, 1959 года рождения, врач, Заведующий кафедрой ""Акушерство и гинекология"" Гомельского государственного мединститута, г.Гомель, Член ЛДП",0,ЛДП,г.Гомель,Гомельский-Центральный № 35,35,2000,0,,
Гомельская область,Байлуков Михаил Иванович,м,1938,"БАЙЛУКОВ Михаил Иванович, 1938 года рождения, инженер-механик, Заместитель генерального директора ОАО ""Дорожно-строительный трест № 2"" - директор УПТК ОАО ""Дорожно-строительный трест № 2"", г.Гомель, Член КПБ",0,КПБ,г.Гомель,Гомельский-Советский № 36,36,2000,0,,
